Student_ID,Age,Gender,Attendance_Percentage,Previous_Grade,Current_Grade,Assignments_Submitted,Behavior_Score,Parent_Education,Family_Income,Internet_Access,Study_Hours,Academic_Risk
4784,15,Female,83.7,44.6,98.9,6,3,High School,High,Yes,2.1,0
4785,19,Female,73.3,36.7,42.2,8,2,Graduate,Low,Yes,1.9,1
4786,17,Male,84.1,53.5,62.4,7,1,Postgraduate,Medium,Yes,4.7,0
4787,18,Female,77.0,47.8,54.4,2,3,High School,Medium,Yes,1.4,1
4788,16,Male,88.4,82.9,57.6,1,5,High School,Medium,Yes,2.2,0
4789,15,Male,94.0,66.4,63.7,0,4,Postgraduate,High,Yes,3.3,0
4790,17,Male,76.0,34.9,51.5,9,4,None,Low,Yes,4.0,0
4791,21,Female,99.1,69.7,79.3,5,5,Graduate,Low,Yes,0.3,1
4792,16,Male,92.3,49.8,92.8,3,1,Graduate,High,Yes,2.7,0
4793,16,Female,78.2,65.9,25.0,2,2,Postgraduate,Low,No,4.1,1
4794,17,Female,86.0,70.9,86.7,1,3,None,Low,No,5.5,1
4795,15,Male,81.7,53.7,100.0,1,5,High School,Medium,Yes,3.0,0
4796,21,Male,78.3,68.3,66.2,3,1,None,High,No,0.9,1
4797,20,Female,100.0,71.0,52.6,0,1,Graduate,Medium,No,3.0,0
4798,15,Female,84.2,62.5,53.3,5,3,Postgraduate,Medium,No,2.3,0
4799,19,Female,67.9,54.2,57.8,9,5,Graduate,Medium,No,3.5,1
4800,18,Female,65.7,65.0,70.3,4,2,Postgraduate,High,No,5.8,1
4801,17,Female,66.2,62.9,55.7,9,2,None,High,Yes,1.2,1
4802,20,Female,83.9,69.7,61.6,8,5,Graduate,Low,Yes,4.6,0
4803,21,Male,73.9,61.0,46.7,1,4,None,High,Yes,4.4,1
4804,17,Female,82.0,47.1,55.2,8,2,Graduate,High,Yes,4.0,0
4805,17,Female,89.2,62.5,56.0,8,4,None,Medium,No,3.4,0
4806,15,Female,100.0,69.9,62.4,9,5,Graduate,Medium,Yes,6.1,0
4807,18,Female,74.2,67.8,38.3,8,1,Postgraduate,Medium,No,4.9,1
4808,19,Male,61.1,63.3,57.4,9,5,None,Medium,No,2.1,1
4809,16,Male,99.5,57.7,59.4,9,1,None,Medium,Yes,3.1,0
4810,16,Female,60.5,56.9,66.1,3,5,Postgraduate,Low,Yes,1.4,1
4811,17,Female,60.0,58.5,86.8,4,4,High School,Low,Yes,5.1,1
4812,18,Female,99.2,81.1,61.3,7,4,Graduate,Low,Yes,3.1,0
4813,21,Male,90.8,50.8,42.3,7,5,Graduate,High,No,0.1,1
4814,21,Male,83.8,66.4,65.2,0,1,Postgraduate,Medium,No,0.0,1
4815,20,Male,77.4,46.1,51.0,9,5,Graduate,Medium,Yes,2.2,0
4816,15,Male,75.1,76.5,50.5,0,1,None,High,Yes,1.7,0
4817,18,Male,70.2,57.0,58.0,9,4,None,Medium,Yes,2.3,0
4818,18,Male,74.6,52.6,54.2,5,3,Postgraduate,High,Yes,2.7,0
4819,15,Female,77.4,68.2,44.9,6,2,None,Low,No,4.9,1
4820,21,Male,61.5,30.0,54.8,1,4,High School,Medium,Yes,5.1,1
4821,21,Male,68.2,45.5,70.7,1,5,Graduate,Medium,Yes,6.3,1
4822,21,Female,52.7,70.4,63.7,4,5,Postgraduate,Low,Yes,5.6,1
4823,17,Male,78.9,80.2,46.1,8,1,Postgraduate,Low,Yes,3.9,1
4824,18,Female,78.9,71.8,48.4,4,2,Graduate,Medium,Yes,0.9,1
4825,16,Male,99.3,67.1,65.1,7,4,High School,Medium,Yes,4.2,0
4826,15,Female,82.5,100.0,46.2,7,2,Postgraduate,Medium,Yes,0.6,1
4827,21,Female,71.3,72.4,47.8,4,2,Graduate,Medium,Yes,3.5,1
4828,20,Female,75.6,49.3,53.3,7,4,High School,Medium,Yes,0.8,1
4829,21,Female,83.8,80.4,46.5,7,1,Postgraduate,Low,Yes,5.9,1
4830,21,Female,80.7,55.4,64.7,4,1,High School,High,No,3.6,0
4831,19,Male,84.9,54.4,57.8,4,1,Postgraduate,Low,Yes,2.7,0
4832,17,Male,82.5,44.3,86.9,3,3,Graduate,Medium,Yes,2.3,0
4833,15,Female,75.0,58.8,43.2,0,2,Graduate,Low,Yes,2.9,1
4834,19,Female,71.6,46.6,82.6,8,3,Graduate,Medium,No,1.9,0
4835,19,Female,70.9,73.4,67.0,1,1,High School,High,Yes,2.5,0
4836,20,Male,66.9,63.1,88.3,0,4,None,High,Yes,0.0,1
4837,18,Female,65.0,44.6,86.0,5,2,High School,Low,Yes,1.6,1
4838,20,Female,100.0,63.8,55.7,4,4,Graduate,Low,No,1.3,1
4839,18,Female,79.5,79.9,39.0,0,5,Postgraduate,Low,Yes,3.8,1
4840,18,Female,76.1,89.3,60.5,6,2,None,Low,No,3.1,1
4841,15,Male,72.0,38.2,29.4,6,4,High School,Medium,Yes,4.3,1
4842,21,Female,83.1,53.3,74.2,2,1,High School,Medium,Yes,2.4,0
4843,15,Female,92.4,45.7,65.6,7,3,Postgraduate,Medium,Yes,3.2,0
4844,17,Male,86.7,70.3,52.8,5,4,Postgraduate,Medium,Yes,0.0,1
4845,18,Female,89.1,43.9,55.4,3,5,Graduate,Low,Yes,4.4,0
4846,19,Female,71.0,80.9,45.6,9,1,High School,Medium,Yes,4.9,1
4847,21,Male,78.0,83.1,62.5,9,5,Postgraduate,High,Yes,4.0,0
4848,16,Male,71.1,77.3,46.1,9,3,Postgraduate,Medium,Yes,1.7,1
4849,17,Male,79.3,54.2,62.4,2,5,None,High,Yes,3.8,0
4850,15,Female,93.3,55.2,69.0,0,4,Graduate,Medium,Yes,3.3,0
4851,20,Female,83.3,58.2,74.1,1,4,Graduate,Medium,Yes,0.1,1
4852,17,Male,97.5,81.6,70.6,1,1,High School,High,Yes,4.9,0
4853,17,Male,74.5,39.5,57.9,4,3,Postgraduate,Medium,Yes,1.4,1
4854,21,Male,68.3,70.8,70.5,3,3,Graduate,Medium,Yes,3.9,1
4855,17,Female,84.1,51.0,65.3,1,2,High School,Low,Yes,3.0,0
4856,17,Female,79.4,58.7,65.2,8,2,Graduate,High,Yes,5.0,0
4857,16,Male,81.9,76.0,45.6,6,4,High School,Low,Yes,1.7,1
4858,20,Female,80.1,42.3,41.8,7,5,Postgraduate,Medium,Yes,2.2,1
4859,20,Male,72.2,60.8,67.4,7,5,Graduate,Medium,Yes,4.0,0
4860,20,Female,80.3,63.1,71.3,1,1,High School,Medium,Yes,2.1,0
4861,18,Female,89.7,64.4,52.4,4,3,High School,Medium,Yes,5.1,0
4862,19,Female,90.9,63.5,83.0,2,4,Postgraduate,Medium,No,1.9,0
4863,20,Female,72.1,73.3,100.0,9,5,Graduate,Low,No,3.9,1
4864,17,Male,80.8,58.2,92.8,8,2,High School,High,No,3.0,0
4865,17,Female,95.7,70.5,58.5,8,4,High School,Medium,Yes,2.0,0
4866,20,Female,72.4,69.9,55.6,5,1,High School,High,Yes,5.0,0
4867,21,Male,70.2,69.3,76.4,3,4,High School,Low,No,1.4,1
4868,20,Female,87.5,72.9,74.5,7,5,Graduate,Medium,Yes,3.8,0
4869,17,Male,85.4,69.2,44.1,4,1,None,Medium,Yes,0.0,1
4870,18,Male,68.0,63.7,58.9,2,2,Graduate,Low,Yes,3.5,1
4871,15,Female,61.2,46.0,74.2,7,2,High School,High,Yes,4.8,1
4872,15,Female,80.5,85.4,47.8,5,5,Graduate,Low,Yes,2.8,1
4873,20,Male,73.0,90.4,50.3,4,1,Graduate,Medium,No,3.3,0
4874,16,Male,57.8,59.6,52.9,0,2,Postgraduate,Medium,No,5.6,1
4875,20,Male,69.8,71.8,56.2,2,1,Postgraduate,Medium,Yes,4.6,1
4876,21,Female,85.2,56.8,36.3,6,4,High School,Medium,No,0.0,1
4877,20,Male,76.2,54.2,74.8,2,3,None,Low,Yes,2.2,0
4878,15,Male,96.8,65.8,50.5,0,3,Postgraduate,Medium,Yes,2.6,0
4879,17,Male,53.0,100.0,66.4,7,3,Graduate,Low,Yes,3.5,1
4880,20,Female,94.1,88.9,64.6,6,2,High School,Medium,Yes,2.9,0
4881,17,Male,73.9,86.7,45.8,4,5,None,Low,Yes,2.2,1
4882,17,Female,72.1,72.8,33.0,9,3,Postgraduate,Medium,Yes,2.1,1
4883,16,Female,59.4,51.2,64.5,4,5,High School,Medium,Yes,0.8,1
4884,17,Male,83.6,80.6,55.6,5,3,None,High,Yes,1.5,0
4885,15,Female,56.1,30.0,70.7,6,4,High School,Medium,No,4.3,1
4886,18,Male,87.8,70.9,76.8,2,3,None,Low,Yes,1.4,1
4887,18,Female,59.8,81.5,28.3,3,5,Postgraduate,Medium,Yes,1.8,1
4888,19,Female,61.7,67.3,59.1,0,2,Graduate,Medium,Yes,0.8,1
4889,21,Male,63.7,89.9,80.7,6,4,Graduate,Low,No,3.6,1
4890,20,Male,69.4,43.6,87.4,9,5,Postgraduate,Medium,Yes,4.4,1
4891,21,Male,89.3,89.0,31.9,1,1,Postgraduate,Medium,Yes,4.7,1
4892,15,Female,96.0,62.6,82.6,6,3,Postgraduate,Low,Yes,2.4,0
4893,17,Female,70.6,86.8,45.8,5,4,None,Low,Yes,2.9,1
4894,18,Male,77.4,80.3,75.0,3,2,None,Low,Yes,3.0,0
4895,21,Male,83.9,87.7,53.7,1,1,None,Low,No,2.4,1
4896,15,Female,74.0,79.6,75.7,6,3,None,Low,Yes,3.5,0
4897,18,Female,83.4,75.4,56.9,6,4,None,Medium,No,4.7,0
4898,17,Female,78.0,85.5,38.5,4,5,None,Low,Yes,4.5,1
4899,21,Male,75.0,65.8,53.1,8,3,None,Low,Yes,2.7,0
4900,18,Female,61.0,74.0,72.2,2,4,Postgraduate,Low,Yes,2.2,1
4901,20,Male,79.8,64.9,55.8,8,3,None,Medium,Yes,1.3,1
4902,20,Female,89.5,54.7,44.8,4,4,High School,High,Yes,0.4,1
4903,19,Female,68.7,72.9,41.4,1,5,None,Medium,Yes,3.8,1
4904,19,Male,54.4,68.0,49.2,8,3,Graduate,Medium,No,3.0,1
4905,18,Male,74.2,83.9,49.1,0,4,Graduate,Medium,Yes,3.0,1
4906,15,Male,96.1,62.1,72.8,0,1,Postgraduate,Low,Yes,6.7,0
4907,20,Female,92.5,53.6,56.3,6,2,Graduate,Low,Yes,5.4,0
4908,15,Female,71.0,83.6,57.9,2,4,Graduate,Low,Yes,3.1,0
4909,15,Female,83.5,66.0,59.9,7,4,Graduate,Low,Yes,3.3,0
4910,18,Male,85.4,53.1,72.2,6,4,Postgraduate,Low,Yes,1.3,1
4911,15,Female,95.9,85.8,73.8,6,3,Postgraduate,Medium,Yes,4.0,0
4912,20,Male,59.4,78.9,54.0,0,2,None,Low,No,3.3,1
4913,17,Male,65.2,92.7,58.5,0,3,Graduate,High,Yes,1.7,1
4914,19,Male,53.9,59.9,73.9,1,4,None,High,Yes,3.4,1
4915,17,Female,69.9,57.8,51.2,1,4,Postgraduate,High,Yes,4.6,1
4916,15,Female,90.8,48.7,53.7,4,2,None,Low,Yes,6.1,0
4917,17,Male,71.3,56.5,73.9,8,1,None,High,Yes,0.7,1
4918,20,Female,62.3,59.2,53.2,6,3,Graduate,High,Yes,1.3,1
4919,20,Male,80.7,75.2,67.2,1,1,Postgraduate,High,Yes,2.9,0
4920,15,Male,81.0,51.1,36.1,4,4,Graduate,Medium,Yes,3.3,1
4921,18,Female,65.8,55.0,72.9,4,4,None,Medium,No,5.5,1
4922,17,Male,71.9,90.4,59.6,7,5,Postgraduate,Low,Yes,4.8,0
4923,18,Male,79.8,30.0,69.9,8,5,None,Low,Yes,0.0,1
4924,18,Female,87.0,72.2,82.0,7,1,None,Low,Yes,2.4,0
4925,16,Male,70.2,45.6,57.3,1,5,Graduate,High,Yes,0.7,1
4926,15,Male,68.5,52.9,36.9,3,2,Postgraduate,Low,Yes,1.0,1
4927,19,Male,100.0,86.4,56.8,1,1,Postgraduate,Low,Yes,3.9,0
4928,20,Male,74.7,66.1,83.6,5,5,Graduate,High,No,3.2,0
4929,20,Male,81.0,100.0,65.9,3,5,High School,Low,Yes,5.5,0
4930,15,Male,85.8,74.4,44.9,6,2,Graduate,High,Yes,0.9,1
4931,21,Male,56.6,52.6,59.7,1,2,Graduate,Medium,Yes,3.0,1
4932,21,Female,77.8,73.4,71.3,8,1,High School,Low,Yes,2.2,0
4933,21,Female,58.3,81.9,60.9,4,3,Postgraduate,Low,Yes,5.4,1
4934,19,Male,76.4,72.8,60.4,0,2,High School,Medium,No,1.7,0
4935,20,Male,94.5,61.8,50.9,2,5,None,High,Yes,3.3,0
4936,15,Female,66.0,39.6,52.2,3,1,None,High,No,0.9,1
4937,20,Female,58.0,60.2,66.8,2,3,Graduate,Low,Yes,5.2,1
4938,18,Female,100.0,90.0,71.4,5,1,None,Low,Yes,5.8,0
4939,17,Female,64.2,53.0,60.1,5,5,High School,Low,Yes,2.0,1
4940,17,Female,60.0,58.8,54.6,9,3,None,Medium,Yes,1.8,1
4941,20,Male,97.4,79.9,75.9,6,3,Postgraduate,Low,Yes,3.4,0
4942,16,Female,63.8,74.3,55.8,8,2,Graduate,Low,No,1.8,1
4943,19,Female,97.7,45.4,67.9,9,4,Graduate,Medium,No,4.7,0
4944,21,Female,81.3,63.4,72.1,8,5,Postgraduate,Medium,Yes,3.7,0
4945,19,Male,93.4,86.1,41.5,6,4,Postgraduate,Low,Yes,4.9,1
4946,19,Male,80.2,65.4,65.4,0,5,Graduate,Medium,Yes,1.4,1
4947,18,Male,91.0,86.5,25.0,2,1,Postgraduate,Medium,No,0.9,1
4948,19,Male,67.0,87.3,61.3,4,4,None,Medium,Yes,3.5,1
4949,17,Male,70.6,51.1,72.9,9,3,None,Medium,Yes,5.5,0
4950,18,Male,52.6,60.6,68.7,5,2,None,Medium,Yes,1.6,1
4951,15,Female,89.7,74.9,76.6,5,5,None,Medium,Yes,3.7,0
4952,19,Male,83.0,41.9,69.0,4,2,High School,High,Yes,2.0,0
4953,19,Male,65.9,61.7,53.8,5,5,High School,Medium,Yes,4.6,1
4954,15,Female,57.0,73.2,36.8,8,3,High School,Medium,Yes,1.7,1
4955,19,Male,81.4,55.7,64.9,0,3,High School,Medium,Yes,3.4,0
4956,15,Female,98.1,73.8,71.1,0,3,None,Medium,Yes,4.7,0
4957,18,Female,76.3,56.0,33.1,8,3,None,Low,Yes,1.0,1
4958,17,Male,70.1,55.8,69.9,7,3,Postgraduate,Low,Yes,3.9,0
4959,15,Female,66.8,76.2,64.5,8,2,High School,Medium,Yes,2.5,1
4960,16,Female,93.0,85.5,56.8,6,1,High School,Medium,Yes,4.3,0
4961,15,Female,68.6,54.3,70.5,9,4,Graduate,Medium,Yes,3.6,1
4962,19,Female,73.5,46.8,58.3,5,2,Postgraduate,Medium,Yes,2.4,0
4963,21,Male,90.5,64.4,57.2,8,4,None,Low,Yes,2.9,0
4964,21,Female,85.6,72.0,41.4,1,1,Postgraduate,Medium,Yes,0.2,1
4965,18,Male,74.0,54.2,69.9,3,5,Postgraduate,Medium,No,4.3,0
4966,20,Female,69.6,89.9,40.8,1,1,Graduate,Low,Yes,5.8,1
4967,18,Female,95.6,62.8,51.4,5,1,Graduate,Low,Yes,2.2,0
4968,20,Female,64.6,54.1,70.7,0,5,Postgraduate,Low,No,2.9,1
4969,21,Male,75.5,94.0,60.2,6,4,High School,Low,Yes,5.4,0
4970,21,Male,59.9,84.0,92.1,6,3,None,Low,Yes,0.3,1
4971,15,Male,92.3,54.1,73.1,6,5,Graduate,Medium,Yes,3.8,0
4972,17,Female,72.3,81.0,75.8,3,5,Graduate,Medium,No,5.5,0
4973,16,Female,69.6,55.2,77.5,7,1,None,Medium,Yes,2.1,1
4974,18,Female,85.9,76.5,58.9,4,5,Graduate,Medium,Yes,2.2,0
4975,19,Female,60.9,91.7,54.0,1,2,Postgraduate,Medium,Yes,5.0,1
4976,20,Male,85.6,46.9,42.4,4,3,None,Low,Yes,1.4,1
4977,19,Female,73.7,56.9,38.3,9,1,High School,Low,Yes,4.3,1
4978,17,Male,63.5,57.3,82.5,8,4,Graduate,Low,Yes,3.6,1
4979,20,Female,66.1,69.0,52.4,9,4,Graduate,High,Yes,4.7,1
4980,18,Male,69.8,72.1,78.2,0,4,Postgraduate,High,Yes,2.8,1
4981,15,Male,72.7,63.7,38.0,1,4,High School,Low,Yes,5.3,1
4982,19,Female,63.6,39.8,59.9,9,4,Graduate,Medium,Yes,2.4,1
4983,17,Female,81.5,46.5,84.6,7,1,None,High,Yes,0.8,1
4984,18,Male,63.3,51.7,67.5,4,2,None,Medium,Yes,0.7,1
4985,21,Female,49.6,73.4,68.0,8,2,Postgraduate,Medium,Yes,1.4,1
4986,21,Female,100.0,44.1,53.0,5,4,Postgraduate,Low,Yes,4.0,0
4987,18,Male,80.4,51.3,47.7,7,2,Graduate,Low,Yes,1.9,1
4988,18,Male,100.0,48.0,62.2,0,3,Postgraduate,Medium,Yes,3.0,0
4989,18,Male,65.5,70.1,43.9,8,2,None,Medium,Yes,3.1,1
4990,20,Male,83.8,82.0,61.2,8,5,Postgraduate,Medium,Yes,1.8,0
4991,18,Female,88.7,67.3,79.7,2,4,None,Low,Yes,3.2,0
4992,19,Male,75.7,94.9,41.5,0,5,Graduate,High,No,4.4,1
4993,17,Male,60.7,67.3,73.9,7,5,None,High,Yes,3.1,1
4994,20,Male,74.8,63.6,79.9,7,4,Postgraduate,Low,No,4.4,1
4995,18,Female,85.5,53.2,58.6,8,1,None,Low,Yes,2.4,0
4996,16,Male,85.1,68.0,63.6,5,2,None,Medium,Yes,3.4,0
4997,16,Female,78.0,52.6,54.8,8,3,High School,Low,No,3.1,1
4998,17,Male,88.8,50.3,57.7,9,1,High School,Low,Yes,4.6,0
4999,21,Male,88.2,49.9,76.9,8,3,Graduate,Low,No,3.6,1
5000,15,Female,71.7,61.6,75.3,3,4,None,High,Yes,2.0,0
5001,15,Male,59.8,57.5,69.7,4,2,None,High,Yes,3.7,1
5002,21,Male,80.3,100.0,73.3,5,1,None,Low,Yes,1.6,0
5003,20,Female,69.0,68.1,66.4,5,4,High School,High,Yes,3.6,1
5004,20,Male,79.7,67.9,42.1,9,1,None,Medium,No,3.0,1
5005,20,Male,94.1,56.7,81.1,1,5,High School,Low,Yes,3.2,0
5006,15,Male,83.2,100.0,47.8,3,2,Graduate,High,Yes,2.9,1
5007,16,Male,93.6,51.1,61.3,8,2,None,Medium,No,2.1,0
5008,15,Female,65.9,57.9,77.5,6,4,None,High,No,1.9,1
5009,19,Male,91.0,80.0,39.2,8,4,Postgraduate,Medium,Yes,4.6,1
5010,18,Female,98.1,68.0,73.6,5,4,High School,Medium,Yes,5.8,0
5011,20,Male,78.8,45.9,42.7,6,2,Postgraduate,Low,Yes,3.4,1
5012,16,Female,100.0,65.4,73.1,8,5,Graduate,Low,Yes,3.0,0
5013,17,Male,67.7,75.2,83.4,3,2,High School,Medium,No,1.2,1
5014,17,Female,70.3,72.7,50.5,8,4,None,High,No,0.4,1
5015,18,Male,85.8,74.9,48.3,2,3,None,Medium,Yes,0.6,1
5016,16,Female,78.7,97.8,64.3,7,5,None,Low,Yes,3.8,0
5017,15,Female,69.1,69.1,47.7,2,2,None,Low,Yes,0.3,1
5018,15,Male,85.4,76.9,26.0,2,3,Graduate,High,Yes,4.0,1
5019,19,Female,82.3,30.0,62.6,2,5,None,Low,Yes,1.4,1
5020,19,Male,71.0,93.0,68.7,8,2,None,Low,Yes,3.2,0
5021,15,Male,80.3,66.0,57.4,9,4,None,High,Yes,2.4,0
5022,17,Male,87.1,52.0,64.9,2,2,Postgraduate,High,Yes,1.4,1
5023,20,Male,70.7,62.1,80.8,5,5,Graduate,Medium,Yes,0.9,1
5024,17,Male,84.2,74.9,56.9,3,4,High School,Low,Yes,0.4,1
5025,19,Female,67.6,80.5,59.1,1,1,Graduate,Low,No,1.4,1
5026,18,Male,69.9,63.6,62.7,2,3,Graduate,Medium,Yes,6.3,1
5027,15,Male,91.3,74.0,57.7,4,4,Graduate,High,Yes,5.0,0
5028,19,Male,85.4,61.1,57.7,9,4,None,High,Yes,3.3,0
5029,19,Male,55.4,72.4,92.0,3,5,Postgraduate,Medium,No,2.5,1
5030,20,Male,73.5,68.1,65.1,4,5,Postgraduate,High,No,2.1,0
5031,15,Male,83.9,69.5,58.0,0,3,Postgraduate,Low,Yes,3.2,0
5032,20,Female,79.7,60.3,86.5,3,5,Postgraduate,Low,Yes,2.1,0
5033,15,Female,85.4,71.1,81.5,9,4,High School,Low,Yes,2.1,0
5034,20,Male,79.4,52.6,73.6,2,3,Postgraduate,High,Yes,3.7,0
5035,17,Female,76.4,67.9,52.6,1,3,None,Low,Yes,1.5,0
5036,18,Male,76.0,55.5,100.0,6,2,None,Low,Yes,0.0,1
5037,18,Male,91.1,50.1,36.4,9,4,Postgraduate,High,Yes,2.1,1
5038,15,Male,86.3,54.4,32.7,8,4,High School,Low,Yes,5.2,1
5039,16,Male,82.9,61.9,69.5,0,5,Postgraduate,Low,Yes,0.6,1
5040,21,Male,79.1,57.1,56.9,6,4,None,Medium,Yes,1.1,1
5041,19,Female,71.4,70.9,25.0,0,5,None,Medium,Yes,2.0,1
5042,19,Female,74.3,66.2,60.6,4,4,None,Medium,Yes,0.6,1
5043,15,Female,90.8,80.2,64.3,0,2,Graduate,High,No,5.3,0
5044,20,Female,89.6,63.7,60.1,2,4,None,Low,Yes,3.1,0
5045,16,Male,70.2,67.7,68.1,7,2,Postgraduate,High,Yes,0.3,1
5046,17,Female,79.2,93.0,55.0,3,4,None,Medium,Yes,2.8,0
5047,20,Male,84.0,58.4,60.6,0,4,High School,Low,Yes,2.9,0
5048,20,Female,83.2,60.7,85.2,0,1,Graduate,High,Yes,2.6,0
5049,15,Female,83.1,83.1,79.3,7,4,High School,Low,Yes,2.8,0
5050,15,Female,64.7,50.6,59.5,7,2,None,Low,No,2.8,1
5051,19,Female,63.9,84.7,72.3,3,3,Graduate,High,No,3.5,1
5052,15,Male,92.0,61.4,77.9,3,2,Graduate,Low,No,3.6,1
5053,15,Female,96.1,52.5,47.1,9,4,Graduate,Low,Yes,0.8,1
5054,15,Female,60.2,78.6,68.6,1,5,None,Low,Yes,3.1,1
5055,19,Male,77.7,61.2,65.7,1,1,High School,Low,Yes,3.3,0
5056,17,Male,87.8,92.4,74.2,5,5,None,High,Yes,2.1,0
5057,17,Female,51.6,66.2,47.0,7,1,Graduate,High,Yes,5.6,1
5058,21,Male,65.1,66.1,62.4,6,1,None,Medium,No,2.9,1
5059,21,Male,76.9,56.2,50.2,6,5,Graduate,Medium,Yes,3.8,0
5060,15,Male,70.8,62.8,68.6,2,4,Graduate,Medium,Yes,2.3,0
5061,21,Female,80.5,60.9,49.0,1,2,Graduate,Low,Yes,2.5,1
5062,19,Male,95.6,85.0,53.7,9,5,None,Low,Yes,3.5,0
5063,17,Female,67.8,69.3,65.1,6,3,None,Low,Yes,0.9,1
5064,20,Female,78.6,75.6,47.0,3,1,Graduate,Medium,Yes,4.1,1
5065,17,Female,73.9,66.5,35.5,0,2,Postgraduate,Medium,Yes,1.2,1
5066,17,Female,79.6,58.8,80.7,0,3,High School,High,Yes,4.3,0
5067,19,Male,78.1,70.6,52.1,3,2,Graduate,Medium,Yes,2.6,0
5068,21,Female,100.0,88.9,39.2,4,4,Graduate,Medium,Yes,6.1,1
5069,20,Male,95.9,49.3,44.2,4,3,Graduate,Low,Yes,4.5,1
5070,19,Female,59.0,71.3,61.3,0,5,Graduate,High,No,4.5,1
5071,15,Male,67.2,87.4,89.8,2,2,Graduate,High,Yes,3.2,1
5072,18,Female,68.7,52.8,60.6,5,5,Postgraduate,High,No,4.5,1
5073,17,Male,63.2,78.8,72.9,9,5,None,Low,Yes,4.1,1
5074,18,Female,61.6,78.8,56.5,6,2,Postgraduate,Medium,No,0.1,1
5075,19,Female,75.9,45.6,66.2,0,2,Graduate,Medium,Yes,1.7,0
5076,19,Male,69.1,81.7,59.5,7,1,Graduate,Low,Yes,1.6,1
5077,19,Female,67.3,56.1,72.7,3,1,Graduate,High,Yes,1.8,1
5078,18,Female,100.0,70.4,43.7,8,3,None,Low,No,2.6,1
5079,19,Female,69.9,80.4,64.3,5,3,High School,Low,No,3.8,1
5080,15,Male,72.7,83.0,65.6,0,3,High School,Medium,Yes,4.8,0
5081,19,Female,86.9,42.0,69.7,1,1,Postgraduate,Low,Yes,3.9,0
5082,16,Female,72.6,91.8,40.1,2,5,Postgraduate,High,Yes,4.9,1
5083,21,Male,64.0,86.3,54.9,1,4,High School,Medium,Yes,1.4,1
5084,18,Male,74.9,80.8,73.2,9,4,Graduate,Medium,Yes,2.2,0
5085,16,Male,100.0,70.4,66.8,6,2,None,Medium,Yes,2.6,0
5086,19,Male,72.2,58.5,92.5,0,1,Postgraduate,Low,Yes,2.0,0
5087,15,Male,67.1,48.8,54.0,8,2,None,Medium,No,1.3,1
5088,17,Female,83.0,40.6,29.2,1,4,Graduate,Medium,Yes,3.6,1
5089,20,Female,74.3,74.7,55.1,3,2,Graduate,Medium,Yes,1.9,0
5090,21,Female,100.0,80.8,25.0,7,1,Postgraduate,High,Yes,4.2,1
5091,20,Male,68.6,63.7,74.9,2,1,High School,Medium,Yes,1.2,1
5092,19,Female,98.8,58.1,62.9,8,1,High School,Medium,Yes,4.3,0
5093,21,Male,92.0,66.0,69.8,6,4,High School,High,Yes,3.3,0
5094,21,Male,73.4,55.4,72.5,9,1,Graduate,Medium,No,3.3,0
5095,15,Female,78.0,65.3,80.7,2,3,Graduate,Medium,Yes,3.4,0
5096,21,Male,65.6,54.5,25.0,2,3,None,Low,Yes,2.9,1
5097,18,Male,71.5,74.2,28.3,4,1,None,Medium,Yes,2.9,1
5098,16,Female,73.3,83.7,50.2,4,3,None,High,Yes,2.6,0
5099,16,Male,79.9,72.6,57.8,9,1,Graduate,Medium,Yes,3.4,0
5100,16,Male,61.0,63.8,66.4,4,4,High School,Low,Yes,3.8,1
5101,18,Female,81.7,79.8,65.1,8,3,Graduate,Medium,Yes,2.3,0
5102,20,Male,76.2,65.3,66.0,8,4,None,Medium,Yes,5.1,0
5103,15,Male,82.8,79.4,36.4,5,3,None,Low,No,2.5,1
5104,21,Female,84.6,55.5,49.5,6,5,None,High,Yes,1.9,1
5105,18,Female,75.3,57.4,57.5,9,5,None,High,Yes,2.8,0
5106,16,Female,83.9,50.2,60.4,7,4,Postgraduate,Medium,Yes,1.9,0
5107,19,Female,77.0,58.0,54.5,8,3,None,Low,Yes,3.7,0
5108,17,Male,86.9,79.7,67.3,5,5,Graduate,Medium,Yes,2.8,0
5109,21,Male,81.8,51.9,43.6,7,1,Postgraduate,Low,Yes,4.1,1
5110,18,Female,80.2,30.4,54.8,1,2,High School,Medium,Yes,2.9,0
5111,18,Male,76.8,58.8,71.6,9,5,Graduate,Low,Yes,2.9,0
5112,15,Male,93.5,47.4,66.5,7,5,Graduate,Medium,Yes,2.4,0
5113,15,Female,82.9,57.4,56.7,1,1,High School,Low,No,4.2,1
5114,18,Female,62.1,96.6,57.0,7,5,Graduate,High,Yes,2.6,1
5115,16,Male,72.3,51.7,54.9,1,5,Postgraduate,Medium,Yes,3.4,0
5116,17,Female,75.3,74.5,57.3,2,5,High School,High,Yes,4.6,0
5117,21,Female,78.0,63.8,54.4,6,3,Postgraduate,Low,No,2.9,1
5118,15,Female,80.1,70.6,56.8,8,5,None,Low,No,2.9,1
5119,21,Male,66.7,57.4,68.0,2,2,High School,Medium,No,2.7,1
5120,16,Female,77.2,82.4,67.7,4,3,Postgraduate,Low,Yes,3.3,0
5121,21,Male,74.2,71.4,40.7,8,3,None,Low,Yes,4.2,1
5122,19,Male,91.0,71.8,93.5,6,4,Postgraduate,Medium,Yes,4.2,0
